T,eps,Thr95(VAL),VAL_AUROC,VAL_TPR@Thr95,VAL_FPR@TPR95,TEST_AUROC,TEST_TPR@Thr95,TEST_FPR@TPR95
100.0,0.0005,0.147216796875,0.8053735730327776,0.9506008010680908,0.8488372093023255,0.8219682887536606,0.9588366890380313,0.8309037900874635
1000.0,0.0005,0.143310546875,0.7974172281388103,0.956386292834891,0.8604651162790697,0.8103795305274555,0.9610738255033557,0.8454810495626822
100.0,0.0015,0.1478271484375,0.8031328593162977,0.9523809523809523,0.872093023255814,0.8265671369218829,0.9583892617449664,0.8163265306122449
500.0,0.0015,0.143798828125,0.7935231471419257,0.9537160658655985,0.8837209302325582,0.8197578935697002,0.9628635346756153,0.8367346938775511
500.0,0.0005,0.1436767578125,0.8052105649910475,0.9679572763684913,0.8953488372093024,0.8150299045792814,0.9718120805369127,0.880466472303207
100.0,0.003,0.1484375,0.8021910350751907,0.9510458388963062,0.8953488372093024,0.8318136458802121,0.9588366890380313,0.8134110787172012
1000.0,0.0015,0.143310546875,0.7912643214208092,0.9643969737427681,0.9069767441860465,0.808877453186452,0.9700223713646532,0.8717201166180758
500.0,0.003,0.143798828125,0.7907597727202161,0.9661771250556297,0.9302325581395349,0.8176466367946988,0.9749440715883669,0.892128279883382
1000.0,0.003,0.143310546875,0.782187619668602,0.9732977303070761,0.9302325581395349,0.8016951363479237,0.9758389261744966,0.8950437317784257
